categoria,pergunta,intencao,status,motivo,resposta
ofensa,porcaria de bot,fallback,FALLBACK,"esperava resposta, caiu em fallback","Hmm, não consegui entender bem. Posso te ajudar com: produção, tecidos, personalização, qualidade, sustentabilidade, cuidados, prazos e catálogo. Sobre qual desses você quer saber? Se for outro assunto (preço, entrega, devolução), me avisa que encaminho para o setor certo."
ofensa,nao presta pra nada,fallback,FALLBACK,"esperava resposta, caiu em fallback","Hmm, não consegui entender bem. Posso te ajudar com: produção, tecidos, personalização, qualidade, sustentabilidade, cuidados, prazos e catálogo. Sobre qual desses você quer saber? Se for outro assunto (preço, entrega, devolução), me avisa que encaminho para o setor certo."
ofensa,voce e pessimo,sobre_o_bot,MISMATCH,"esperava ofensa, classificou 'sobre_o_bot'","Sou o assistente virtual do setor de produção da Fashion Flow. Fui criado para responder dúvidas sobre nosso processo, tecidos, personalização e prazos. Se preferir falar com um atendente humano, é só pedir!"
qualidade,me fala sobre qualidade,qualidade,OK,,"Sobre qualidade, o que você quer saber? ⏎   1. Originalidade das peças ⏎   2. Durabilidade ⏎   3. Controle de qualidade ⏎   4. Defeitos de fabricação ⏎   5. Certificações"
qualidade,quero saber da qualidade,qualidade,OK,,"Sobre qualidade, o que você quer saber? ⏎   1. Originalidade das peças ⏎   2. Durabilidade ⏎   3. Controle de qualidade ⏎   4. Defeitos de fabricação ⏎   5. Certificações"
qualidade,sobre qualidade,qualidade,OK,,"Sobre qualidade, o que você quer saber? ⏎   1. Originalidade das peças ⏎   2. Durabilidade ⏎   3. Controle de qualidade ⏎   4. Defeitos de fabricação ⏎   5. Certificações"
qualidade,qualidade das pecas,qualidade,OK,,"Sobre qualidade, o que você quer saber? ⏎   1. Originalidade das peças ⏎   2. Durabilidade ⏎   3. Controle de qualidade ⏎   4. Defeitos de fabricação ⏎   5. Certificações"
qualidade,topico qualidade,qualidade,OK,,"Sobre qualidade, o que você quer saber? ⏎   1. Originalidade das peças ⏎   2. Durabilidade ⏎   3. Controle de qualidade ⏎   4. Defeitos de fabricação ⏎   5. Certificações"
qualidade,fala da qualidade,qualidade,OK,,"Sobre qualidade, o que você quer saber? ⏎   1. Originalidade das peças ⏎   2. Durabilidade ⏎   3. Controle de qualidade ⏎   4. Defeitos de fabricação ⏎   5. Certificações"
qualidade,as pecas sao originais?,qualidade_originalidade,OK,,Todas as peças da Fashion Flow são originais e produzidas internamente em nossa fábrica. Não revendemos peças de terceiros nem trabalhamos com produtos importados de qualidade duvidosa. Cada peça leva nossa etiqueta e código de rastreabilidade interna.
qualidade,e original mesmo?,qualidade_originalidade,OK,,Todas as peças da Fashion Flow são originais e produzidas internamente em nossa fábrica. Não revendemos peças de terceiros nem trabalhamos com produtos importados de qualidade duvidosa. Cada peça leva nossa etiqueta e código de rastreabilidade interna.
qualidade,e produto autentico?,qualidade_originalidade,OK,,Todas as peças da Fashion Flow são originais e produzidas internamente em nossa fábrica. Não revendemos peças de terceiros nem trabalhamos com produtos importados de qualidade duvidosa. Cada peça leva nossa etiqueta e código de rastreabilidade interna.
qualidade,e falsificado?,qualidade_originalidade,OK,,Todas as peças da Fashion Flow são originais e produzidas internamente em nossa fábrica. Não revendemos peças de terceiros nem trabalhamos com produtos importados de qualidade duvidosa. Cada peça leva nossa etiqueta e código de rastreabilidade interna.
qualidade,as roupas sao autenticas,qualidade_originalidade,OK,,Todas as peças da Fashion Flow são originais e produzidas internamente em nossa fábrica. Não revendemos peças de terceiros nem trabalhamos com produtos importados de qualidade duvidosa. Cada peça leva nossa etiqueta e código de rastreabilidade interna.
qualidade,isso e original ou replica,qualidade_originalidade,OK,,Todas as peças da Fashion Flow são originais e produzidas internamente em nossa fábrica. Não revendemos peças de terceiros nem trabalhamos com produtos importados de qualidade duvidosa. Cada peça leva nossa etiqueta e código de rastreabilidade interna.
qualidade,as pecas sao duraveis?,qualidade_durabilidade,OK,,"Nossas peças são desenvolvidas para resistir entre 50 e 80 lavagens mantendo cor, forma e textura, desde que respeitados os cuidados da etiqueta. Tecidos premium (alfaiataria, jeans pesado) chegam a 120 lavagens."
qualidade,quantas lavagens aguenta,qualidade_durabilidade,OK,,"Nossas peças são desenvolvidas para resistir entre 50 e 80 lavagens mantendo cor, forma e textura, desde que respeitados os cuidados da etiqueta. Tecidos premium (alfaiataria, jeans pesado) chegam a 120 lavagens."
qualidade,a roupa dura muito?,qualidade_durabilidade,OK,,"Nossas peças são desenvolvidas para resistir entre 50 e 80 lavagens mantendo cor, forma e textura, desde que respeitados os cuidados da etiqueta. Tecidos premium (alfaiataria, jeans pesado) chegam a 120 lavagens."
qualidade,e resistente?,qualidade_durabilidade,OK,,"Nossas peças são desenvolvidas para resistir entre 50 e 80 lavagens mantendo cor, forma e textura, desde que respeitados os cuidados da etiqueta. Tecidos premium (alfaiataria, jeans pesado) chegam a 120 lavagens."
qualidade,aguenta bastante lavagem,qualidade_durabilidade,OK,,"Nossas peças são desenvolvidas para resistir entre 50 e 80 lavagens mantendo cor, forma e textura, desde que respeitados os cuidados da etiqueta. Tecidos premium (alfaiataria, jeans pesado) chegam a 120 lavagens."
qualidade,dura por quanto tempo,qualidade_durabilidade,OK,,"Nossas peças são desenvolvidas para resistir entre 50 e 80 lavagens mantendo cor, forma e textura, desde que respeitados os cuidados da etiqueta. Tecidos premium (alfaiataria, jeans pesado) chegam a 120 lavagens."
qualidade,como e o controle de qualidade,qualidade_controle,OK,,"Cada peça passa por 3 etapas de controle: 1) inspeção do corte, 2) revisão pós-costura, 3) inspeção final antes da embalagem. Peças com qualquer desvio são retrabalhadas ou descartadas conforme a gravidade."
qualidade,tem inspecao,qualidade_controle,OK,,"Cada peça passa por 3 etapas de controle: 1) inspeção do corte, 2) revisão pós-costura, 3) inspeção final antes da embalagem. Peças com qualquer desvio são retrabalhadas ou descartadas conforme a gravidade."
qualidade,voces verificam as pecas,qualidade_controle,OK,,"Cada peça passa por 3 etapas de controle: 1) inspeção do corte, 2) revisão pós-costura, 3) inspeção final antes da embalagem. Peças com qualquer desvio são retrabalhadas ou descartadas conforme a gravidade."
qualidade,como funciona a inspecao,qualidade_controle,OK,,"Cada peça passa por 3 etapas de controle: 1) inspeção do corte, 2) revisão pós-costura, 3) inspeção final antes da embalagem. Peças com qualquer desvio são retrabalhadas ou descartadas conforme a gravidade."
qualidade,tem controle de qualidade,qualidade_controle,OK,,"Cada peça passa por 3 etapas de controle: 1) inspeção do corte, 2) revisão pós-costura, 3) inspeção final antes da embalagem. Peças com qualquer desvio são retrabalhadas ou descartadas conforme a gravidade."
qualidade,veio com defeito,setor_devolucao,MISMATCH,"esperava qualidade, classificou 'setor_devolucao'","Para solicitações de troca, devolução ou problemas com a peça recebida, vou te encaminhar ao chatbot de devoluções: (inserir link)."
qualidade,minha peca veio com defeito,setor_devolucao,MISMATCH,"esperava qualidade, classificou 'setor_devolucao'","Para solicitações de troca, devolução ou problemas com a peça recebida, vou te encaminhar ao chatbot de devoluções: (inserir link)."
qualidade,peca com defeito,qualidade_defeito,OK,,"Se sua peça apresentou defeito de fabricação, esse atendimento é feito pelo setor de devoluções. Vou te encaminhar."
qualidade,tem defeito de fabricacao,qualidade_defeito,OK,,"Se sua peça apresentou defeito de fabricação, esse atendimento é feito pelo setor de devoluções. Vou te encaminhar."
qualidade,chegou com problema,qualidade_defeito,OK,,"Se sua peça apresentou defeito de fabricação, esse atendimento é feito pelo setor de devoluções. Vou te encaminhar."
qualidade,a costura ta com defeito,producao_corte_costura,MISMATCH,"esperava qualidade, classificou 'producao_corte_costura'","Corte automatizado em mesa de corte computadorizada. Costura modular: cada peça passa por estações especializadas (overloque, galoneira, costura reta, casas, botões, acabamento). Isso garante qualidade consistente em todas as peças do lote."
qualidade,tem certificacao,qualidade_certificacoes,OK,,"A Fashion Flow possui: certificação BCI (Better Cotton Initiative) para algodão sustentável, OEKO-TEX Standard 100 para ausência de substâncias nocivas em alguns tecidos, e estamos em processo de certificação ABVTEX para responsabilidade social. Documentação disponível mediante solicitação."
qualidade,tem selo,qualidade_certificacoes,OK,,"A Fashion Flow possui: certificação BCI (Better Cotton Initiative) para algodão sustentável, OEKO-TEX Standard 100 para ausência de substâncias nocivas em alguns tecidos, e estamos em processo de certificação ABVTEX para responsabilidade social. Documentação disponível mediante solicitação."
qualidade,quais certificados voces tem,qualidade_certificacoes,OK,,"A Fashion Flow possui: certificação BCI (Better Cotton Initiative) para algodão sustentável, OEKO-TEX Standard 100 para ausência de substâncias nocivas em alguns tecidos, e estamos em processo de certificação ABVTEX para responsabilidade social. Documentação disponível mediante solicitação."
qualidade,tem certificado de qualidade,qualidade_certificacoes,OK,,"A Fashion Flow possui: certificação BCI (Better Cotton Initiative) para algodão sustentável, OEKO-TEX Standard 100 para ausência de substâncias nocivas em alguns tecidos, e estamos em processo de certificação ABVTEX para responsabilidade social. Documentação disponível mediante solicitação."
qualidade,possui algum selo,qualidade_certificacoes,OK,,"A Fashion Flow possui: certificação BCI (Better Cotton Initiative) para algodão sustentável, OEKO-TEX Standard 100 para ausência de substâncias nocivas em alguns tecidos, e estamos em processo de certificação ABVTEX para responsabilidade social. Documentação disponível mediante solicitação."
personalizacao,quero personalizar,personalizacao,OK,,A Fashion Flow trabalha com personalização. O que você quer saber? ⏎   1. Escolha uma opção: Tipos de personalização ⏎   2. Cores disponíveis ⏎   3. Tamanhos disponíveis ⏎   4. Quantidade mínima ⏎   5. Prazo de personalização ⏎   6. Envio de arte
personalizacao,sobre personalizacao,personalizacao,OK,,A Fashion Flow trabalha com personalização. O que você quer saber? ⏎   1. Escolha uma opção: Tipos de personalização ⏎   2. Cores disponíveis ⏎   3. Tamanhos disponíveis ⏎   4. Quantidade mínima ⏎   5. Prazo de personalização ⏎   6. Envio de arte
personalizacao,fazem customizacao,personalizacao,OK,,A Fashion Flow trabalha com personalização. O que você quer saber? ⏎   1. Escolha uma opção: Tipos de personalização ⏎   2. Cores disponíveis ⏎   3. Tamanhos disponíveis ⏎   4. Quantidade mínima ⏎   5. Prazo de personalização ⏎   6. Envio de arte
personalizacao,posso customizar a peca,personalizacao,OK,,A Fashion Flow trabalha com personalização. O que você quer saber? ⏎   1. Escolha uma opção: Tipos de personalização ⏎   2. Cores disponíveis ⏎   3. Tamanhos disponíveis ⏎   4. Quantidade mínima ⏎   5. Prazo de personalização ⏎   6. Envio de arte
personalizacao,da pra personalizar,personalizacao,OK,,A Fashion Flow trabalha com personalização. O que você quer saber? ⏎   1. Escolha uma opção: Tipos de personalização ⏎   2. Cores disponíveis ⏎   3. Tamanhos disponíveis ⏎   4. Quantidade mínima ⏎   5. Prazo de personalização ⏎   6. Envio de arte
personalizacao,quero customizar minha roupa,personalizacao,OK,,A Fashion Flow trabalha com personalização. O que você quer saber? ⏎   1. Escolha uma opção: Tipos de personalização ⏎   2. Cores disponíveis ⏎   3. Tamanhos disponíveis ⏎   4. Quantidade mínima ⏎   5. Prazo de personalização ⏎   6. Envio de arte
personalizacao,quais tipos de personalizacao,personalizacao,OK,,A Fashion Flow trabalha com personalização. O que você quer saber? ⏎   1. Escolha uma opção: Tipos de personalização ⏎   2. Cores disponíveis ⏎   3. Tamanhos disponíveis ⏎   4. Quantidade mínima ⏎   5. Prazo de personalização ⏎   6. Envio de arte
personalizacao,opcoes de personalizacao,personalizacao,OK,,A Fashion Flow trabalha com personalização. O que você quer saber? ⏎   1. Escolha uma opção: Tipos de personalização ⏎   2. Cores disponíveis ⏎   3. Tamanhos disponíveis ⏎   4. Quantidade mínima ⏎   5. Prazo de personalização ⏎   6. Envio de arte
personalizacao,que tipos de estampa tem,personalizacao,OK,,A Fashion Flow trabalha com personalização. O que você quer saber? ⏎   1. Escolha uma opção: Tipos de personalização ⏎   2. Cores disponíveis ⏎   3. Tamanhos disponíveis ⏎   4. Quantidade mínima ⏎   5. Prazo de personalização ⏎   6. Envio de arte
personalizacao,quais formas de personalizar,personalizacao,OK,,A Fashion Flow trabalha com personalização. O que você quer saber? ⏎   1. Escolha uma opção: Tipos de personalização ⏎   2. Cores disponíveis ⏎   3. Tamanhos disponíveis ⏎   4. Quantidade mínima ⏎   5. Prazo de personalização ⏎   6. Envio de arte
personalizacao,como funciona o silk,personalizacao_silkscreen,OK,,Silkscreen (serigrafia) é a técnica tradicional de estampa. Ideal para tiragens acima de 30 peças (melhor custo por peça). Trabalha bem com até 6 cores por arte (cada cor é uma tela). Estampa muito resistente à lavagem. Setup leva 2 dias úteis e a produção em si 3 a 5 dias.
personalizacao,o que e silkscreen,personalizacao_silkscreen,OK,,Silkscreen (serigrafia) é a técnica tradicional de estampa. Ideal para tiragens acima de 30 peças (melhor custo por peça). Trabalha bem com até 6 cores por arte (cada cor é uma tela). Estampa muito resistente à lavagem. Setup leva 2 dias úteis e a produção em si 3 a 5 dias.
personalizacao,fazem serigrafia,personalizacao_silkscreen,OK,,Silkscreen (serigrafia) é a técnica tradicional de estampa. Ideal para tiragens acima de 30 peças (melhor custo por peça). Trabalha bem com até 6 cores por arte (cada cor é uma tela). Estampa muito resistente à lavagem. Setup leva 2 dias úteis e a produção em si 3 a 5 dias.
personalizacao,me explica o silk screen,personalizacao_silkscreen,OK,,Silkscreen (serigrafia) é a técnica tradicional de estampa. Ideal para tiragens acima de 30 peças (melhor custo por peça). Trabalha bem com até 6 cores por arte (cada cor é uma tela). Estampa muito resistente à lavagem. Setup leva 2 dias úteis e a produção em si 3 a 5 dias.
personalizacao,silk serve pra que,personalizacao_silkscreen,OK,,Silkscreen (serigrafia) é a técnica tradicional de estampa. Ideal para tiragens acima de 30 peças (melhor custo por peça). Trabalha bem com até 6 cores por arte (cada cor é uma tela). Estampa muito resistente à lavagem. Setup leva 2 dias úteis e a produção em si 3 a 5 dias.
personalizacao,o que e dtf,personalizacao_dtf,OK,,"DTF (Direct to Film) é impressão digital. Ideal para tiragens pequenas (a partir de 5 peças) e desenhos com muitas cores ou gradientes — sem limite de cores. Prazo de 2 a 4 dias úteis. Custo por peça maior que silkscreen, mas vale a pena em quantidade pequena."
personalizacao,como funciona dtf,personalizacao_dtf,OK,,"DTF (Direct to Film) é impressão digital. Ideal para tiragens pequenas (a partir de 5 peças) e desenhos com muitas cores ou gradientes — sem limite de cores. Prazo de 2 a 4 dias úteis. Custo por peça maior que silkscreen, mas vale a pena em quantidade pequena."
personalizacao,fazem impressao digital,personalizacao_dtf,OK,,"DTF (Direct to Film) é impressão digital. Ideal para tiragens pequenas (a partir de 5 peças) e desenhos com muitas cores ou gradientes — sem limite de cores. Prazo de 2 a 4 dias úteis. Custo por peça maior que silkscreen, mas vale a pena em quantidade pequena."
personalizacao,estampa digital dtf,personalizacao_dtf,OK,,"DTF (Direct to Film) é impressão digital. Ideal para tiragens pequenas (a partir de 5 peças) e desenhos com muitas cores ou gradientes — sem limite de cores. Prazo de 2 a 4 dias úteis. Custo por peça maior que silkscreen, mas vale a pena em quantidade pequena."
personalizacao,me fala do dtf,personalizacao_dtf,OK,,"DTF (Direct to Film) é impressão digital. Ideal para tiragens pequenas (a partir de 5 peças) e desenhos com muitas cores ou gradientes — sem limite de cores. Prazo de 2 a 4 dias úteis. Custo por peça maior que silkscreen, mas vale a pena em quantidade pequena."
personalizacao,fazem bordado,personalizacao_bordado,OK,,"Bordado é feito em máquina computadorizada. Aceitamos até 12 cores de linha por arte. Áreas pequenas (até 10cm) em 3 dias úteis; áreas maiores até 7 dias. Mínimo de 10 peças. Ideal para peitos, mangas e golas. Confere acabamento premium."
personalizacao,como e o bordado,personalizacao_bordado,OK,,"Bordado é feito em máquina computadorizada. Aceitamos até 12 cores de linha por arte. Áreas pequenas (até 10cm) em 3 dias úteis; áreas maiores até 7 dias. Mínimo de 10 peças. Ideal para peitos, mangas e golas. Confere acabamento premium."
personalizacao,quero bordar minha peca,personalizacao_bordado,OK,,"Bordado é feito em máquina computadorizada. Aceitamos até 12 cores de linha por arte. Áreas pequenas (até 10cm) em 3 dias úteis; áreas maiores até 7 dias. Mínimo de 10 peças. Ideal para peitos, mangas e golas. Confere acabamento premium."
personalizacao,tem bordado?,personalizacao_bordado,OK,,"Bordado é feito em máquina computadorizada. Aceitamos até 12 cores de linha por arte. Áreas pequenas (até 10cm) em 3 dias úteis; áreas maiores até 7 dias. Mínimo de 10 peças. Ideal para peitos, mangas e golas. Confere acabamento premium."
personalizacao,bordado na camiseta,personalizacao_bordado,OK,,"Bordado é feito em máquina computadorizada. Aceitamos até 12 cores de linha por arte. Áreas pequenas (até 10cm) em 3 dias úteis; áreas maiores até 7 dias. Mínimo de 10 peças. Ideal para peitos, mangas e golas. Confere acabamento premium."
personalizacao,fazem etiqueta personalizada,personalizacao_etiqueta,OK,,"Etiquetas personalizadas: etiqueta de gola, etiqueta de composição e tag externa. Necessário enviar arte; pedido mínimo de 50 peças por modelo. Atendemos clientes com marca própria que querem usar nossa estrutura produtiva mantendo branding próprio."
personalizacao,etiqueta com minha marca,private_label,MISMATCH,"esperava personalizacao, classificou 'private_label'","Sim, fazemos private label (produzimos para outras marcas usarem etiqueta própria). Inclui: produção sem nossa etiqueta, etiqueta da sua marca, embalagem neutra ou com sua identidade. Mínimo de 100 peças por modelo. O setor de vendas explica as condições contratuais."
personalizacao,posso por minha etiqueta,personalizacao_etiqueta,OK,,"Etiquetas personalizadas: etiqueta de gola, etiqueta de composição e tag externa. Necessário enviar arte; pedido mínimo de 50 peças por modelo. Atendemos clientes com marca própria que querem usar nossa estrutura produtiva mantendo branding próprio."
